batalla,winrate_vs_heuristics,epsilon
133200,46.0,0.009994107583211972
133400,50.0,0.009994107583211972
133600,38.0,0.009994107583211972
133800,46.0,0.009994107583211972
134000,48.0,0.009994107583211972
134200,44.0,0.009994107583211972
134400,52.0,0.009994107583211972
134600,42.0,0.009994107583211972
134800,44.0,0.009994107583211972
135000,44.0,0.009994107583211972
135200,44.0,0.009994107583211972
135400,44.0,0.009994107583211972
135600,46.0,0.009994107583211972
135800,54.0,0.009994107583211972
136000,56.00000000000001,0.009994107583211972
136200,38.0,0.009994107583211972
136400,54.0,0.009994107583211972
136600,48.0,0.009994107583211972
136800,46.0,0.009994107583211972
137000,50.0,0.009994107583211972
137200,40.0,0.009994107583211972
137400,54.0,0.009994107583211972
137600,54.0,0.009994107583211972
137800,38.0,0.009994107583211972
138000,36.0,0.009994107583211972
138200,56.00000000000001,0.009994107583211972
138400,50.0,0.009994107583211972
138600,40.0,0.009994107583211972
138800,52.0,0.009994107583211972
139000,64.0,0.009994107583211972
139200,52.0,0.009994107583211972
139400,46.0,0.009994107583211972
139600,38.0,0.009994107583211972
139800,50.0,0.009994107583211972
140000,36.0,0.009994107583211972
140200,40.0,0.009994107583211972
140400,46.0,0.009994107583211972
140600,48.0,0.009994107583211972
140800,56.00000000000001,0.009994107583211972
141000,48.0,0.009994107583211972
141200,50.0,0.009994107583211972
141400,60.0,0.009994107583211972
141600,57.99999999999999,0.009994107583211972
141800,50.0,0.009994107583211972
142000,46.0,0.009994107583211972
142200,42.0,0.009994107583211972
142400,56.00000000000001,0.009994107583211972
142600,38.0,0.009994107583211972
142800,48.0,0.009994107583211972
143000,50.0,0.009994107583211972
143200,10.0,0.009994107583211972
143400,57.99999999999999,0.009994107583211972
143600,56.00000000000001,0.009994107583211972
143800,36.0,0.009994107583211972
144000,46.0,0.009994107583211972
144200,64.0,0.009994107583211972
144400,42.0,0.009994107583211972
144600,36.0,0.009994107583211972
144800,42.0,0.009994107583211972
145000,48.0,0.009994107583211972
145200,42.0,0.009994107583211972
145400,50.0,0.009994107583211972
145600,56.00000000000001,0.009994107583211972
145800,50.0,0.009994107583211972
146000,48.0,0.009994107583211972
146200,52.0,0.009994107583211972
146400,50.0,0.009994107583211972
146600,42.0,0.009994107583211972
146800,52.0,0.009994107583211972
147000,56.00000000000001,0.009994107583211972
147200,56.00000000000001,0.009994107583211972
147400,50.0,0.009994107583211972
147600,42.0,0.009994107583211972
147800,30.0,0.009994107583211972
148000,40.0,0.009994107583211972
148200,57.99999999999999,0.009994107583211972
148400,40.0,0.009994107583211972
148600,34.0,0.009994107583211972
148800,48.0,0.009994107583211972
149000,56.00000000000001,0.009994107583211972
149200,56.00000000000001,0.009994107583211972
149400,52.0,0.009994107583211972
149600,42.0,0.009994107583211972
149800,42.0,0.009994107583211972
150000,38.0,0.009994107583211972
150200,56.00000000000001,0.009994107583211972
150400,48.0,0.009994107583211972
150600,42.0,0.009994107583211972
150800,54.0,0.009994107583211972
151000,40.0,0.009994107583211972
151200,46.0,0.009994107583211972
151400,44.0,0.009994107583211972
151600,46.0,0.009994107583211972
151800,46.0,0.009994107583211972
152000,56.00000000000001,0.009994107583211972
152200,46.0,0.009994107583211972
152400,34.0,0.009994107583211972
152600,38.0,0.009994107583211972
152800,42.0,0.009994107583211972
153000,46.0,0.009994107583211972
153200,54.0,0.009994107583211972
153400,52.0,0.009994107583211972
153600,50.0,0.009994107583211972
153800,48.0,0.009994107583211972
154000,46.0,0.009994107583211972
154200,50.0,0.009994107583211972
154400,62.0,0.009994107583211972
154600,34.0,0.009994107583211972
154800,50.0,0.009994107583211972
155000,42.0,0.009994107583211972
155200,52.0,0.009994107583211972
